"term","x","f"
"cpoe",31.2,0.170050260677893
"cpoe",31.3,0.170600770558392
"cpoe",31.4,0.171151280438891
"cpoe",31.5,0.171701790319391
"cpoe",31.6,0.17225230019989
"cpoe",31.7,0.172802810080389
"cpoe",31.8,0.173353319960888
"cpoe",31.9,0.173903829841387
"cpoe",32,0.174454339721887
"cpoe",32.1,0.175004849602386
"cpoe",32.2,0.175555359482885
"cpoe",32.3,0.176105869363384
"cpoe",32.4,0.176656379243883
"cpoe",32.5,0.177206889124382
"cpoe",32.6,0.177757399004882
"cpoe",32.7,0.178307908885381
"cpoe",32.8,0.17885841876588
"cpoe",32.9,0.179408928646379
"cpoe",33,0.179959438526878
"cpoe",33.1,0.180509948407378
"cpoe",33.2,0.181060458287877
"cpoe",33.3,0.181610968168376
"cpoe",33.4,0.182161478048875
"cpoe",33.5,0.182711987929374
"cpoe",33.6,0.183262497809874
"cpoe",33.7,0.183813007690373
"cpoe",33.8,0.184363517570872
"cpoe",33.9,0.184914027451371
"cpoe",34,0.18546453733187
"cpoe",34.1,0.186015047212369
"cpoe",34.2,0.186565557092869
"cpoe",34.3,0.187116066973368
"cpoe",34.4,0.187666576853867
"cpoe",34.5,0.188217086734366
"cpoe",34.6,0.188767596614865
"cpoe",34.7,0.189318106495365
"cpoe",34.8,0.189868616375864
"cpoe",34.9,0.190419126256363
"cpoe",35,0.190969636136862
"cpoe",35.1,0.191520146017361
"cpoe",35.2,0.192070655897861
"cpoe",35.3,0.19262116577836
"cpoe",35.4,0.193171675658859
"cpoe",35.5,0.193722185539358
"cpoe",35.6,0.194272695419857
"cpoe",35.7,0.194823205300356
"cpoe",35.8,0.195373715180856
"cpoe",35.9,0.195924225061355
"cpoe",36,0.196474734941854
"cpoe",36.1,0.197025244822353
"cpoe",36.2,0.197575754702852
"cpoe",36.3,0.198126264583352
"cpoe",36.4,0.198676774463851
"cpoe",36.5,0.19922728434435
"cpoe",36.6,0.199777794224849
"cpoe",36.7,0.200328304105348
"cpoe",36.8,0.200878813985848
"cpoe",36.9,0.201429323866347
"cpoe",37,0.201979833746846
"cpoe",37.1,0.202530343627345
"cpoe",37.2,0.203080853507844
"cpoe",37.3,0.203631363388343
"cpoe",37.4,0.204181873268843
"cpoe",37.5,0.204732383149342
"cpoe",37.6,0.205282893029841
"cpoe",37.7,0.20583340291034
"cpoe",37.8,0.206383912790839
"cpoe",37.9,0.206934422671339
"cpoe",38,0.207484932551838
"cpoe",38.1,0.208035442432337
"cpoe",38.2,0.208585952312836
"cpoe",38.3,0.209136462193335
"cpoe",38.4,0.209686972073834
"cpoe",38.5,0.210237481954334
"cpoe",38.6,0.210787991834833
"cpoe",38.7,0.211338501715332
"cpoe",38.8,0.211889011595831
"cpoe",38.9,0.21243952147633
"cpoe",39,0.21299003135683
"cpoe",39.1,0.213540541237329
"cpoe",39.2,0.214091051117828
"cpoe",39.3,0.214641560998327
"cpoe",39.4,0.215192070878826
"cpoe",39.5,0.215742580759325
"cpoe",39.6,0.216293090639825
"cpoe",39.7,0.216843600520324
"cpoe",39.8,0.217394110400823
"cpoe",39.9,0.217944620281322
"cpoe",40,0.218495130161821
"epa_per_play",-2,0.0321420301594073
"epa_per_play",-1.995,0.03189189539807
"epa_per_play",-1.99,0.0316417606366719
"epa_per_play",-1.985,0.0313916258753139
"epa_per_play",-1.98,0.0311414911139192
"epa_per_play",-1.975,0.0308913563525807
"epa_per_play",-1.97,0.0306412215911464
"epa_per_play",-1.965,0.0303910868297714
"epa_per_play",-1.96,0.0301409520684065
"epa_per_play",-1.955,0.0298908173070408
"epa_per_play",-1.95,0.0296406825456741
"epa_per_play",-1.945,0.0293905477842941
"epa_per_play",-1.94,0.0291404130229068
"epa_per_play",-1.935,0.0288902782615383
"epa_per_play",-1.93,0.0286401435001638
"epa_per_play",-1.925,0.0283900087387683
"epa_per_play",-1.92,0.0281398739774258
"epa_per_play",-1.915,0.0278897392160376
"epa_per_play",-1.91,0.0276396044546913
"epa_per_play",-1.905,0.0273894696932863
"epa_per_play",-1.9,0.0271393349318897
"epa_per_play",-1.895,0.0268892001705431
"epa_per_play",-1.89,0.026639065409168
"epa_per_play",-1.885,0.0263889306478213
"epa_per_play",-1.88,0.0261387958864174
"epa_per_play",-1.875,0.0258886611250499
"epa_per_play",-1.87,0.0256385263636895
"epa_per_play",-1.865,0.0253883916022598
"epa_per_play",-1.86,0.0251382568409093
"epa_per_play",-1.855,0.0248881220795534
"epa_per_play",-1.85,0.0246379873181878
"epa_per_play",-1.845,0.0243878525568233
"epa_per_play",-1.84,0.0241377177954064
"epa_per_play",-1.835,0.0238875830340634
"epa_per_play",-1.83,0.023637448272669
"epa_per_play",-1.825,0.0233873135113027
"epa_per_play",-1.82,0.0231371787499141
"epa_per_play",-1.815,0.0228870439885362
"epa_per_play",-1.81,0.022636909227172
"epa_per_play",-1.805,0.0223867744657978
"epa_per_play",-1.8,0.0221366397043793
"epa_per_play",-1.795,0.021886504943051
"epa_per_play",-1.79,0.021636370181693
"epa_per_play",-1.785,0.0213862354202771
"epa_per_play",-1.78,0.0211361006589082
"epa_per_play",-1.775,0.0208859658975325
"epa_per_play",-1.77,0.020635831136166
"epa_per_play",-1.765,0.0203856963747904
"epa_per_play",-1.76,0.0201355616134208
"epa_per_play",-1.755,0.0198854268520455
"epa_per_play",-1.75,0.0196352920906768
"epa_per_play",-1.745,0.0193851573293252
"epa_per_play",-1.74,0.0191350225679275
"epa_per_play",-1.735,0.0188848878065565
"epa_per_play",-1.73,0.0186347530451556
"epa_per_play",-1.725,0.0183846182837855
"epa_per_play",-1.72,0.0181344835224274
"epa_per_play",-1.715,0.0178843487610514
"epa_per_play",-1.71,0.0176342139996762
"epa_per_play",-1.705,0.0173840792383009
"epa_per_play",-1.7,0.0171339444769203
"epa_per_play",-1.695,0.0168838097155631
"epa_per_play",-1.69,0.0166336749541546
"epa_per_play",-1.685,0.0163835401928014
"epa_per_play",-1.68,0.0161334054314193
"epa_per_play",-1.675,0.0158832706700464
"epa_per_play",-1.67,0.0156331359086735
"epa_per_play",-1.665,0.0153830011472913
"epa_per_play",-1.66,0.0151328663859222
"epa_per_play",-1.655,0.0148827316245462
"epa_per_play",-1.65,0.0146325968631558
"epa_per_play",-1.645,0.0143824621017767
"epa_per_play",-1.64,0.0141323273404173
"epa_per_play",-1.635,0.0138821925790596
"epa_per_play",-1.63,0.0136320578176703
"epa_per_play",-1.625,0.0133819230562944
"epa_per_play",-1.62,0.0131317882949268
"epa_per_play",-1.615,0.0128816535335268
"epa_per_play",-1.61,0.0126315187721595
"epa_per_play",-1.605,0.0123813840107879
"epa_per_play",-1.6,0.0121312492494114
"epa_per_play",-1.595,0.0118811144880513
"epa_per_play",-1.59,0.0116309797266688
"epa_per_play",-1.585,0.011380844965286
"epa_per_play",-1.58,0.0111307102039233
"epa_per_play",-1.575,0.0108805754425371
"epa_per_play",-1.57,0.0106304406811718
"epa_per_play",-1.565,0.0103803059198103
"epa_per_play",-1.56,0.0101301711584314
"epa_per_play",-1.555,0.00988003639704374
"epa_per_play",-1.55,0.00962990163567173
"epa_per_play",-1.545,0.00937976687428763
"epa_per_play",-1.54,0.00912963211291579
"epa_per_play",-1.535,0.00887949735152405
"epa_per_play",-1.53,0.00862936259016586
"epa_per_play",-1.525,0.00837922782880002
"epa_per_play",-1.52,0.00812909306740275
"epa_per_play",-1.515,0.00787895830603502
"epa_per_play",-1.51,0.00762882354467087
"epa_per_play",-1.505,0.00737868878328676
"epa_per_play",-1.5,0.0071285540219258
"epa_per_play",-1.495,0.00687841926054553
"epa_per_play",-1.49,0.00662828449916528
"epa_per_play",-1.485,0.00637814973779838
"epa_per_play",-1.48,0.00612801497640056
"epa_per_play",-1.475,0.00587788021503255
"epa_per_play",-1.47,0.005627745453684
"epa_per_play",-1.465,0.00537761069228862
"epa_per_play",-1.46,0.00512747593092072
"epa_per_play",-1.455,0.00487734116954872
"epa_per_play",-1.45,0.00462720640816891
"epa_per_play",-1.445,0.00437707164680629
"epa_per_play",-1.44,0.00412693688541041
"epa_per_play",-1.435,0.00387680212403857
"epa_per_play",-1.43,0.00362666736267775
"epa_per_play",-1.425,0.00337653260129969
"epa_per_play",-1.42,0.00312639783993995
"epa_per_play",-1.415,0.0028762630785448
"epa_per_play",-1.41,0.00262612831717918
"epa_per_play",-1.405,0.0023759935558004
"epa_per_play",-1.4,0.00212585879441349
"epa_per_play",-1.395,0.0018757240330381
"epa_per_play",-1.39,0.00162558927167564
"epa_per_play",-1.385,0.00137545451030424
"epa_per_play",-1.38,0.00112531974892699
"epa_per_play",-1.375,0.000875184987549099
"epa_per_play",-1.37,0.000625050226177315
"epa_per_play",-1.365,0.00037491546479454
"epa_per_play",-1.36,0.000124780703419397
"epa_per_play",-1.355,-0.000125354057960214
"epa_per_play",-1.35,-0.000375488819337161
"epa_per_play",-1.345,-0.000625623580705892
"epa_per_play",-1.34,-0.000875758342073873
"epa_per_play",-1.335,-0.00112589310346287
"epa_per_play",-1.33,-0.00137602786484048
"epa_per_play",-1.325,-0.00162616262620838
"epa_per_play",-1.32,-0.00187629738756348
"epa_per_play",-1.315,-0.00212643214896185
"epa_per_play",-1.31,-0.0023765669103227
"epa_per_play",-1.305,-0.00262670167171453
"epa_per_play",-1.3,-0.0028768364330739
"epa_per_play",-1.295,-0.0031269711944493
"epa_per_play",-1.29,-0.00337710595583762
"epa_per_play",-1.285,-0.00362724071720782
"epa_per_play",-1.28,-0.00387737547858596
"epa_per_play",-1.275,-0.00412751023994451
"epa_per_play",-1.27,-0.00437764500132962
"epa_per_play",-1.265,-0.0046277797627047
"epa_per_play",-1.26,-0.00487791452408196
"epa_per_play",-1.255,-0.00512804928544694
"epa_per_play",-1.25,-0.00537818404683427
"epa_per_play",-1.245,-0.00562831880820386
"epa_per_play",-1.24,-0.00587845356958117
"epa_per_play",-1.235,-0.00612858833094621
"epa_per_play",-1.23,-0.00637872309233498
"epa_per_play",-1.225,-0.00662885785370129
"epa_per_play",-1.22,-0.00687899261507138
"epa_per_play",-1.215,-0.00712912737646162
"epa_per_play",-1.21,-0.00737926213782741
"epa_per_play",-1.205,-0.00762939689920772
"epa_per_play",-1.2,-0.00787953166057803
"epa_per_play",-1.195,-0.00812966642195534
"epa_per_play",-1.19,-0.00837980118333295
"epa_per_play",-1.185,-0.00862993594469999
"epa_per_play",-1.18,-0.00888007070608207
"epa_per_play",-1.175,-0.00913020546745755
"epa_per_play",-1.17,-0.00938034022883244
"epa_per_play",-1.165,-0.00963047499019531
"epa_per_play",-1.16,-0.00988060975158742
"epa_per_play",-1.155,-0.0101307445129545
"epa_per_play",-1.15,-0.0103808792743344
"epa_per_play",-1.145,-0.010631014035708
"epa_per_play",-1.14,-0.0108811487970817
"epa_per_play",-1.135,-0.011131283558459
"epa_per_play",-1.13,-0.0113814183198297
"epa_per_play",-1.125,-0.0116315530812052
"epa_per_play",-1.12,-0.0118816878425716
"epa_per_play",-1.115,-0.0121318226039547
"epa_per_play",-1.11,-0.0123819573653296
"epa_per_play",-1.105,-0.0126320921267037
"epa_per_play",-1.1,-0.0128822268880769
"epa_per_play",-1.095,-0.0131323616494586
"epa_per_play",-1.09,-0.0133824964108286
"epa_per_play",-1.085,-0.0136326311722002
"epa_per_play",-1.08,-0.0138827659335813
"epa_per_play",-1.075,-0.0141329006949615
"epa_per_play",-1.07,-0.014383035456325
"epa_per_play",-1.065,-0.0146331702177065
"epa_per_play",-1.06,-0.014883304979079
"epa_per_play",-1.055,-0.0151334397404594
"epa_per_play",-1.05,-0.0153835745018249
"epa_per_play",-1.045,-0.0156337092632013
"epa_per_play",-1.04,-0.0158838440245826
"epa_per_play",-1.035,-0.0161339787859532
"epa_per_play",-1.03,-0.0163841135473261
"epa_per_play",-1.025,-0.0166342483087077
"epa_per_play",-1.02,-0.0168843830700782
"epa_per_play",-1.015,-0.0171345178314543
"epa_per_play",-1.01,-0.0173846525928303
"epa_per_play",-1.005,-0.0176347873542034
"epa_per_play",-1,-0.0178849221155839
"epa_per_play",-0.995,-0.0181350568769569
"epa_per_play",-0.99,-0.0183851916383298
"epa_per_play",-0.985,-0.0186353263997025
"epa_per_play",-0.98,-0.0188854611610865
"epa_per_play",-0.975,-0.0191355959224558
"epa_per_play",-0.97,-0.0193857306838314
"epa_per_play",-0.965,-0.0196358654452062
"epa_per_play",-0.96,-0.019886000206581
"epa_per_play",-0.955,-0.0201361349679539
"epa_per_play",-0.95,-0.0203862697293289
"epa_per_play",-0.945,-0.0206364044907071
"epa_per_play",-0.94,-0.020886539252079
"epa_per_play",-0.935,-0.0211366740134538
"epa_per_play",-0.93,-0.0213868087748313
"epa_per_play",-0.925,-0.0216369435362037
"epa_per_play",-0.92,-0.0218870782975787
"epa_per_play",-0.915,-0.022137213058958
"epa_per_play",-0.91,-0.0223873478203307
"epa_per_play",-0.905,-0.0226374825817046
"epa_per_play",-0.9,-0.0228876173430756
"epa_per_play",-0.895,-0.0231377521044527
"epa_per_play",-0.89,-0.0233878868658308
"epa_per_play",-0.885,-0.0236380216272046
"epa_per_play",-0.88,-0.0238881563885808
"epa_per_play",-0.875,-0.024138291149952
"epa_per_play",-0.87,-0.0243884259113309
"epa_per_play",-0.865,-0.0246385606727055
"epa_per_play",-0.86,-0.0248886954340803
"epa_per_play",-0.855,-0.0251388301954539
"epa_per_play",-0.85,-0.0253889649568306
"epa_per_play",-0.845,-0.025639099718206
"epa_per_play",-0.84,-0.0258892344795773
"epa_per_play",-0.835,-0.026139369240955
"epa_per_play",-0.83,-0.0263895040023335
"epa_per_play",-0.825,-0.0266396387637036
"epa_per_play",-0.82,-0.0268897735250758
"epa_per_play",-0.815,-0.0271399082864544
"epa_per_play",-0.81,-0.0273900430478315
"epa_per_play",-0.805,-0.0276401778092019
"epa_per_play",-0.8,-0.027890312570582
"epa_per_play",-0.795,-0.028140447331955
"epa_per_play",-0.79,-0.0283905820933308
"epa_per_play",-0.785,-0.0286407168547052
"epa_per_play",-0.78,-0.0288908516160805
"epa_per_play",-0.775,-0.029140986377455
"epa_per_play",-0.77,-0.0293911211388295
"epa_per_play",-0.765,-0.0296412559002041
"epa_per_play",-0.76,-0.0298913906615807
"epa_per_play",-0.755,-0.0301415254229552
"epa_per_play",-0.75,-0.0303916601843298
"epa_per_play",-0.745,-0.0306417949457034
"epa_per_play",-0.74,-0.03089192970708
"epa_per_play",-0.735,-0.0311420644684557
"epa_per_play",-0.73,-0.0313921992298298
"epa_per_play",-0.725,-0.0316423339912065
"epa_per_play",-0.72,-0.0318924687525778
"epa_per_play",-0.715,-0.0321426035139571
"epa_per_play",-0.71,-0.0323927382753295
"epa_per_play",-0.705,-0.0326428730367037
"epa_per_play",-0.7,-0.0328930077980814
"epa_per_play",-0.695,-0.0331431425594554
"epa_per_play",-0.69,-0.0333932773208299
"epa_per_play",-0.685,-0.0336434120822041
"epa_per_play",-0.68,-0.033893546843581
"epa_per_play",-0.675,-0.0341436816049552
"epa_per_play",-0.67,-0.0343938163663291
"epa_per_play",-0.665,-0.034643951127705
"epa_per_play",-0.66,-0.0348940858890798
"epa_per_play",-0.655,-0.0351442206504559
"epa_per_play",-0.65,-0.0353943554118309
"epa_per_play",-0.645,-0.0356444901732054
"epa_per_play",-0.64,-0.0358946249345805
"epa_per_play",-0.635,-0.0361447596959541
"epa_per_play",-0.63,-0.0363948944573306
"epa_per_play",-0.625,-0.0366450292187047
"epa_per_play",-0.62,-0.0368951639800806
"epa_per_play",-0.615,-0.037145298741456
"epa_per_play",-0.61,-0.0373954335028298
"epa_per_play",-0.605,-0.0376455682642056
"epa_per_play",-0.6,-0.0378957030255811
"epa_per_play",-0.595,-0.0381458377869558
"epa_per_play",-0.59,-0.0383959725483316
"epa_per_play",-0.585,-0.0386461073097055
"epa_per_play",-0.58,-0.0388962420710799
"epa_per_play",-0.575,-0.0391463768324555
"epa_per_play",-0.57,-0.039396511593831
"epa_per_play",-0.565,-0.0396466463552063
"epa_per_play",-0.56,-0.0398967811165813
"epa_per_play",-0.555,-0.0401469158779554
"epa_per_play",-0.55,-0.0403970506393303
"epa_per_play",-0.545,-0.0406471854007055
"epa_per_play",-0.54,-0.0408973201620807
"epa_per_play",-0.535,-0.0411474549234551
"epa_per_play",-0.53,-0.0413975896848308
"epa_per_play",-0.525,-0.0416477244462055
"epa_per_play",-0.52,-0.0418978592075797
"epa_per_play",-0.515,-0.0421479939689557
"epa_per_play",-0.51,-0.0423981287303304
"epa_per_play",-0.505,-0.0426482634917053
"epa_per_play",-0.5,-0.0428983982530806
"epa_per_play",-0.495,-0.0431485330144559
"epa_per_play",-0.49,-0.0433986677758303
"epa_per_play",-0.485,-0.0436488025372055
"epa_per_play",-0.48,-0.0438989372985806
"epa_per_play",-0.475,-0.044149072059956
"epa_per_play",-0.47,-0.0443992068213304
"epa_per_play",-0.465,-0.0446493415827057
"epa_per_play",-0.46,-0.0448994763440801
"epa_per_play",-0.455,-0.0451496111054555
"epa_per_play",-0.45,-0.04539974586683
"epa_per_play",-0.445,-0.0456498806282056
"epa_per_play",-0.44,-0.0459000153895801
"epa_per_play",-0.435,-0.0461501501509549
"epa_per_play",-0.43,-0.0464002849123305
"epa_per_play",-0.425,-0.0466504196737051
"epa_per_play",-0.42,-0.0469005544350804
"epa_per_play",-0.415,-0.0471506891964558
"epa_per_play",-0.41,-0.0474008239578306
"epa_per_play",-0.405,-0.0476509587192058
"epa_per_play",-0.4,-0.0479010934805804
"epa_per_play",-0.395,-0.0481512282419559
"epa_per_play",-0.39,-0.0484013630033306
"epa_per_play",-0.385,-0.0486514977647056
"epa_per_play",-0.38,-0.0489016325260806
"epa_per_play",-0.375,-0.0491517672874554
"epa_per_play",-0.37,-0.0494019020488303
"epa_per_play",-0.365,-0.0496520368102057
"epa_per_play",-0.36,-0.0499021715715806
"epa_per_play",-0.355,-0.0501523063329554
"epa_per_play",-0.35,-0.0504024410943304
"epa_per_play",-0.345,-0.0506525758557055
"epa_per_play",-0.34,-0.050902710617081
"epa_per_play",-0.335,-0.0511528453784552
"epa_per_play",-0.33,-0.0514029801398305
"epa_per_play",-0.325,-0.0516531149012056
"epa_per_play",-0.32,-0.0519032496625805
"epa_per_play",-0.315,-0.0521533844239557
"epa_per_play",-0.31,-0.0524035191853306
"epa_per_play",-0.305,-0.0526536539467056
"epa_per_play",-0.3,-0.0529037887080805
"epa_per_play",-0.295,-0.0531539234694556
"epa_per_play",-0.29,-0.0534040582020904
"epa_per_play",-0.285,-0.053654191616803
"epa_per_play",-0.28,-0.0539043206990422
"epa_per_play",-0.275,-0.0541544423096491
"epa_per_play",-0.27,-0.0544045533094649
"epa_per_play",-0.265,-0.0546546502698762
"epa_per_play",-0.26,-0.0549046596109237
"epa_per_play",-0.255,-0.0551543221976756
"epa_per_play",-0.25,-0.0554031635152987
"epa_per_play",-0.245,-0.055650617720954
"epa_per_play",-0.24,-0.0558961184252912
"epa_per_play",-0.235,-0.056139099238962
"epa_per_play",-0.23,-0.0563789937726165
"epa_per_play",-0.225,-0.056615235636905
"epa_per_play",-0.22,-0.056847258442479
"epa_per_play",-0.215,-0.0570744957999883
"epa_per_play",-0.21,-0.0572963813200842
"epa_per_play",-0.205,-0.057512348613417
"epa_per_play",-0.2,-0.0577218312906372
"epa_per_play",-0.195,-0.057924262962396
"epa_per_play",-0.19,-0.0581190771964936
"epa_per_play",-0.185,-0.0583055997173624
"epa_per_play",-0.18,-0.0584828157172696
"epa_per_play",-0.175,-0.0586496315131428
"epa_per_play",-0.17,-0.0588046026424805
"epa_per_play",-0.165,-0.0589457414265461
"epa_per_play",-0.16,-0.059070773183706
"epa_per_play",-0.155,-0.0591772264286603
"epa_per_play",-0.15,-0.0592624596470108
"epa_per_play",-0.145,-0.0593236356692589
"epa_per_play",-0.14,-0.0593579058603737
"epa_per_play",-0.135,-0.0593624028604807
"epa_per_play",-0.13,-0.0593340934436776
"epa_per_play",-0.125,-0.0592697463078564
"epa_per_play",-0.12,-0.0591660637589532
"epa_per_play",-0.115,-0.0590197088398457
"epa_per_play",-0.11,-0.0588272540556655
"epa_per_play",-0.105,-0.058585185856936
"epa_per_play",-0.0999999999999999,-0.058289972069218
"epa_per_play",-0.095,-0.0579381037638953
"epa_per_play",-0.0899999999999999,-0.0575261056165437
"epa_per_play",-0.085,-0.057050781009566
"epa_per_play",-0.0800000000000001,-0.0565092773643226
"epa_per_play",-0.075,-0.0558989695357631
"epa_per_play",-0.0700000000000001,-0.0552177850837394
"epa_per_play",-0.0649999999999999,-0.054464201290329
"epa_per_play",-0.0600000000000001,-0.0536373167545761
"epa_per_play",-0.0549999999999999,-0.0527367348929527
"epa_per_play",-0.05,-0.0517626522317638
"epa_per_play",-0.0449999999999999,-0.0507158596756685
"epa_per_play",-0.04,-0.0495974055447032
"epa_per_play",-0.0349999999999999,-0.0484085983684293
"epa_per_play",-0.03,-0.0471512189498926
"epa_per_play",-0.0249999999999999,-0.0458277523474853
"epa_per_play",-0.02,-0.0444411601900899
"epa_per_play",-0.0149999999999999,-0.0429948056740462
"epa_per_play",-0.01,-0.0414924783273657
"epa_per_play",-0.00499999999999989,-0.0399385527813113
"epa_per_play",0,-0.0383378144511202
"epa_per_play",0.00499999999999989,-0.0366951846474099
"epa_per_play",0.0100000000000002,-0.0350156144302329
"epa_per_play",0.0150000000000001,-0.0333039900337867
"epa_per_play",0.02,-0.0315650584729931
"epa_per_play",0.0249999999999999,-0.029803319216661
"epa_per_play",0.0300000000000002,-0.0280228502730364
"epa_per_play",0.0350000000000001,-0.0262273733035937
"epa_per_play",0.04,-0.0244201333181389
"epa_per_play",0.0449999999999999,-0.0226039260731794
"epa_per_play",0.0499999999999998,-0.0207810030790978
"epa_per_play",0.0550000000000002,-0.0189528916666515
"epa_per_play",0.0600000000000001,-0.017120613889357
"epa_per_play",0.0649999999999999,-0.0152847830856752
"epa_per_play",0.0699999999999998,-0.0134457135047104
"epa_per_play",0.0750000000000002,-0.0116035348261178
"epa_per_play",0.0800000000000001,-0.00975822783968937
"epa_per_play",0.085,-0.00790966258971669
"epa_per_play",0.0899999999999999,-0.00605762058810432
"epa_per_play",0.0950000000000002,-0.00420184991455781
"epa_per_play",0.1,-0.00234212508618328
"epa_per_play",0.105,-0.000478312380894999
"epa_per_play",0.11,0.00138962353427772
"epa_per_play",0.115,0.00326163384734087
"epa_per_play",0.12,0.00513757913549783
"epa_per_play",0.125,0.00701723403389129
"epa_per_play",0.13,0.00890030863965149
"epa_per_play",0.135,0.0107864964499782
"epa_per_play",0.14,0.0126755188645922
"epa_per_play",0.145,0.014567149035183
"epa_per_play",0.15,0.0164612049251483
"epa_per_play",0.155,0.0183575886269811
"epa_per_play",0.16,0.0202562894508667
"epa_per_play",0.165,0.022157384989795
"epa_per_play",0.17,0.0240610528178157
"epa_per_play",0.175,0.0259675148343463
"epa_per_play",0.18,0.027876995230592
"epa_per_play",0.185,0.0297896876769768
"epa_per_play",0.19,0.0317057565030927
"epa_per_play",0.195,0.0336252868496501
"epa_per_play",0.2,0.0355481557462802
"epa_per_play",0.205,0.0374739886009342
"epa_per_play",0.21,0.0394021697785041
"epa_per_play",0.215,0.0413317373700415
"epa_per_play",0.22,0.0432614070743296
"epa_per_play",0.225,0.0451897098459219
"epa_per_play",0.23,0.04711500148907
"epa_per_play",0.235,0.0490354124868363
"epa_per_play",0.24,0.0509489165227787
"epa_per_play",0.245,0.0528534586309536
"epa_per_play",0.25,0.0547469700766195
"epa_per_play",0.255,0.056627387464241
"epa_per_play",0.26,0.0584926799663873
"epa_per_play",0.265,0.0603409176189633
"epa_per_play",0.27,0.0621703028903436
"epa_per_play",0.275,0.0639791346448444
"epa_per_play",0.28,0.065766186895883
"epa_per_play",0.285,0.0675307542193349
"epa_per_play",0.29,0.0692723573065374
"epa_per_play",0.295,0.070990712882087
"epa_per_play",0.3,0.072685753536345
"epa_per_play",0.305,0.0743576564776452
"epa_per_play",0.31,0.0760068203565316
"epa_per_play",0.315,0.0776338380442917
"epa_per_play",0.32,0.079239454085371
"epa_per_play",0.325,0.0808245665100251
"epa_per_play",0.33,0.0823902340586999
"epa_per_play",0.335,0.0839378494893052
"epa_per_play",0.34,0.0854690124580358
"epa_per_play",0.345,0.0869854010407226
"epa_per_play",0.35,0.0884887013843511
"epa_per_play",0.355,0.0899805905946244
"epa_per_play",0.36,0.0914626614206767
"epa_per_play",0.365,0.0929364329609936
"epa_per_play",0.37,0.0944034197771397
"epa_per_play",0.375,0.0958651364306789
"epa_per_play",0.38,0.0973230974831766
"epa_per_play",0.385,0.0987788174961962
"epa_per_play",0.39,0.100233734052711
"epa_per_play",0.395,0.10168858792311
"epa_per_play",0.4,0.103143441793509
"epa_per_play",0.405,0.104598295663908
"epa_per_play",0.41,0.106053149534307
"epa_per_play",0.415,0.107508003404706
"epa_per_play",0.42,0.108962857275105
"epa_per_play",0.425,0.110417711145504
"epa_per_play",0.43,0.111872565015903
"epa_per_play",0.435,0.113327418886302
"epa_per_play",0.44,0.114782272756701
"epa_per_play",0.445,0.1162371266271
"epa_per_play",0.45,0.117691980497499
"epa_per_play",0.455,0.119146834367898
"epa_per_play",0.46,0.120601688238297
"epa_per_play",0.465,0.122056542108696
"epa_per_play",0.47,0.123511395979095
"epa_per_play",0.475,0.124966249849494
"epa_per_play",0.48,0.126421103719893
"epa_per_play",0.485,0.127875957590292
"epa_per_play",0.49,0.12933081146069
"epa_per_play",0.495,0.130785665331089
"epa_per_play",0.5,0.132240519201488
"epa_per_play",0.505,0.133695373071888
"epa_per_play",0.51,0.135150226942287
"epa_per_play",0.515,0.136605080812685
"epa_per_play",0.52,0.138059934683085
"epa_per_play",0.525,0.139514788553484
"epa_per_play",0.53,0.140969642423882
"epa_per_play",0.535,0.142424496294281
"epa_per_play",0.54,0.14387935016468
"epa_per_play",0.545,0.14533420403508
"epa_per_play",0.55,0.146789057905478
"epa_per_play",0.555,0.148243911775877
"epa_per_play",0.56,0.149698765646277
"epa_per_play",0.565,0.151153619516675
"epa_per_play",0.57,0.152608473387075
"epa_per_play",0.575,0.154063327257474
"epa_per_play",0.58,0.155518181127872
"epa_per_play",0.585,0.156973034998271
"epa_per_play",0.59,0.15842788886867
"epa_per_play",0.595,0.159882742739069
"epa_per_play",0.6,0.161337596609468
"epa_per_play",0.605,0.162792450479867
"epa_per_play",0.61,0.164247304350266
"epa_per_play",0.615,0.165702158220665
"epa_per_play",0.62,0.167157012091063
"epa_per_play",0.625,0.168611865961464
"epa_per_play",0.63,0.170066719831862
"epa_per_play",0.635,0.171521573702261
"epa_per_play",0.64,0.17297642757266
"epa_per_play",0.645,0.174431281443059
"epa_per_play",0.65,0.175886135313458
"epa_per_play",0.655,0.177340989183857
"epa_per_play",0.66,0.178795843054256
"epa_per_play",0.665,0.180250696924654
"epa_per_play",0.67,0.181705550795054
"epa_per_play",0.675,0.183160404665453
"epa_per_play",0.68,0.184615258535851
"epa_per_play",0.685,0.186070112406251
"epa_per_play",0.69,0.187524966276649
"epa_per_play",0.695,0.188979820147049
"epa_per_play",0.7,0.190434674017447
"epa_per_play",0.705,0.191889527887847
"epa_per_play",0.71,0.193344381758246
"epa_per_play",0.715,0.194799235628644
"epa_per_play",0.72,0.196254089499044
"epa_per_play",0.725,0.197708943369442
"epa_per_play",0.73,0.199163797239842
"epa_per_play",0.735,0.20061865111024
"epa_per_play",0.74,0.202073504980638
"epa_per_play",0.745,0.203528358851039
"epa_per_play",0.75,0.204983212721438
"epa_per_play",0.755,0.206438066591836
"epa_per_play",0.76,0.207892920462236
"epa_per_play",0.765,0.209347774332634
"epa_per_play",0.77,0.210802628203033
"epa_per_play",0.775,0.212257482073432
"epa_per_play",0.78,0.213712335943831
